ATM_ID,Location,Latitude,Longitude,Area_Type,City,Monthly_Transactions,Avg_Withdrawal_Amount,ATM_Status,Last_Used_Days_Ago
ATM01502,Aundh,18.5579,73.8077,Mixed,Pune,2443,3473,Active,17
ATM01503,Kothrud,18.5074,73.8077,Mixed,Pune,2008,3446,Active,15
ATM01504,Aundh,18.5579,73.8077,IT Hub,Pune,0,3346,Active,109
ATM01505,Hadapsar,18.5089,73.9235,Commercial,Pune,1313,2307,Active,20
ATM01506,Viman Nagar,18.5679,73.9143,Commercial,Pune,0,2294,Active,27
ATM01507,Shivaji Nagar,18.53,73.85,Mixed,Pune,1183,3536,Active,7
ATM01508,Hadapsar,18.5089,73.9235,Residential,Pune,0,1894,Active,25
ATM01509,Swargate,18.5018,73.8636,Commercial,Pune,1016,1840,Active,35
ATM01510,Shivaji Nagar,18.53,73.85,Commercial,Pune,2157,3413,Active,71
ATM01511,Baner,18.559,73.7862,Commercial,Pune,1098,2414,Active,22
ATM01512,Shivaji Nagar,18.53,73.85,Mixed,Pune,1375,4026,Active,5
ATM01513,Swargate,18.5018,73.8636,Residential,Pune,0,2030,Active,35
ATM01514,Viman Nagar,18.5679,73.9143,Mixed,Pune,0,2120,Active,14
ATM01515,Hinjewadi,18.5911,73.7389,IT Hub,Pune,105,4973,Active,57
ATM01516,Hadapsar,18.5089,73.9235,Commercial,Pune,3877,3686,Active,29
ATM01517,Yerwada,18.5626,73.877,Mixed,Pune,2125,3401,Active,21
ATM01518,Viman Nagar,18.5679,73.9143,IT Hub,Pune,1305,2902,Active,34
ATM01519,Aundh,18.5579,73.8077,Commercial,Pune,612,2027,Active,60
ATM01520,Hadapsar,18.5089,73.9235,Residential,Pune,1806,2896,Active,7
ATM01521,Camp,18.5167,73.8567,IT Hub,Pune,3202,2710,Active,44
ATM01522,Baner,18.559,73.7862,Mixed,Pune,2449,3339,Active,28
ATM01523,Swargate,18.5018,73.8636,Mixed,Pune,0,2941,Active,2
ATM01524,Shivaji Nagar,18.53,73.85,Residential,Pune,2458,2905,Active,29
ATM01525,Baner,18.559,73.7862,Mixed,Pune,1115,2328,Active,19
ATM01526,Hadapsar,18.5089,73.9235,IT Hub,Pune,522,3984,Active,5
ATM01527,Shivaji Nagar,18.53,73.85,Commercial,Pune,0,3145,Active,14
ATM01528,Viman Nagar,18.5679,73.9143,Mixed,Pune,957,2721,Active,5
ATM01529,Hinjewadi,18.5911,73.7389,Residential,Pune,1099,2471,Active,43
ATM01530,Swargate,18.5018,73.8636,Residential,Pune,1513,3273,Active,16
ATM01531,Kothrud,18.5074,73.8077,Residential,Pune,587,2149,Active,2
ATM01532,Baner,18.559,73.7862,IT Hub,Pune,1408,4211,Active,56
ATM01533,Kothrud,18.5074,73.8077,Commercial,Pune,3233,2978,Active,11
ATM01534,Viman Nagar,18.5679,73.9143,Residential,Pune,1059,2956,Active,0
ATM01535,Viman Nagar,18.5679,73.9143,Commercial,Pune,3284,3284,Active,7
ATM01536,Kothrud,18.5074,73.8077,Mixed,Pune,404,2446,Active,7
ATM01537,Viman Nagar,18.5679,73.9143,IT Hub,Pune,1215,2000,Active,21
ATM01538,Hadapsar,18.5089,73.9235,Commercial,Pune,3458,3832,Active,57
ATM01539,Yerwada,18.5626,73.877,Residential,Pune,864,4463,Active,6
ATM01540,Hadapsar,18.5089,73.9235,IT Hub,Pune,1397,2465,Active,2
ATM01541,Aundh,18.5579,73.8077,Commercial,Pune,979,4198,Active,29
ATM01542,Hadapsar,18.5089,73.9235,IT Hub,Pune,2538,3546,Active,126
ATM01543,Swargate,18.5018,73.8636,Residential,Pune,1694,4125,Active,59
ATM01544,Aundh,18.5579,73.8077,IT Hub,Pune,5002,2000,Active,49
ATM01545,Camp,18.5167,73.8567,IT Hub,Pune,1725,2582,Active,65
ATM01546,Hinjewadi,18.5911,73.7389,Mixed,Pune,2132,1979,Active,79
ATM01547,Swargate,18.5018,73.8636,Commercial,Pune,0,3486,Active,24
ATM01548,Hadapsar,18.5089,73.9235,IT Hub,Pune,369,2242,Active,1
ATM01549,Swargate,18.5018,73.8636,Mixed,Pune,4542,2692,Active,3
ATM01550,Baner,18.559,73.7862,Mixed,Pune,2246,2339,Active,43
ATM01551,Yerwada,18.5626,73.877,Residential,Pune,886,3047,Active,23
ATM01552,Hinjewadi,18.5911,73.7389,Mixed,Pune,1609,2761,Active,8
ATM01553,Baner,18.559,73.7862,IT Hub,Pune,0,2365,Active,10
ATM01554,Yerwada,18.5626,73.877,Commercial,Pune,0,4488,Active,1
ATM01555,Aundh,18.5579,73.8077,IT Hub,Pune,3714,2702,Active,44
ATM01556,Baner,18.559,73.7862,IT Hub,Pune,68,3564,Active,81
ATM01557,Aundh,18.5579,73.8077,Residential,Pune,0,3790,Active,17
ATM01558,Camp,18.5167,73.8567,Commercial,Pune,0,3298,Active,95
ATM01559,Kothrud,18.5074,73.8077,Residential,Pune,303,2102,Active,33
ATM01560,Yerwada,18.5626,73.877,Commercial,Pune,0,3426,Active,30
ATM01561,Hadapsar,18.5089,73.9235,Commercial,Pune,2324,4348,Active,26
ATM01562,Hinjewadi,18.5911,73.7389,Residential,Pune,2197,2277,Active,102
ATM01563,Aundh,18.5579,73.8077,Mixed,Pune,602,762,Active,44
ATM01564,Kothrud,18.5074,73.8077,Commercial,Pune,2770,3912,Active,13
ATM01565,Aundh,18.5579,73.8077,Commercial,Pune,2235,5401,Active,5
ATM01566,Hinjewadi,18.5911,73.7389,Residential,Pune,0,2884,Active,8
ATM01567,Hadapsar,18.5089,73.9235,Residential,Pune,0,2398,Active,11
ATM01568,Shivaji Nagar,18.53,73.85,Mixed,Pune,754,1922,Active,14
ATM01569,Yerwada,18.5626,73.877,Residential,Pune,2133,2097,Active,7
ATM01570,Viman Nagar,18.5679,73.9143,Mixed,Pune,2922,3645,Active,51
ATM01571,Hinjewadi,18.5911,73.7389,IT Hub,Pune,0,2169,Active,13
ATM01572,Swargate,18.5018,73.8636,Commercial,Pune,2090,4587,Active,5
ATM01573,Hadapsar,18.5089,73.9235,IT Hub,Pune,2303,2578,Active,7
ATM01574,Hinjewadi,18.5911,73.7389,IT Hub,Pune,1271,2770,Active,2
ATM01575,Camp,18.5167,73.8567,Residential,Pune,3755,3700,Active,97
ATM01576,Hinjewadi,18.5911,73.7389,Commercial,Pune,2137,2599,Active,29
ATM01577,Baner,18.559,73.7862,Commercial,Pune,586,3899,Active,37
ATM01578,Shivaji Nagar,18.53,73.85,Mixed,Pune,826,2119,Active,2
ATM01579,Shivaji Nagar,18.53,73.85,IT Hub,Pune,2458,2756,Active,39
ATM01580,Hadapsar,18.5089,73.9235,Residential,Pune,981,2308,Active,215
ATM01581,Hadapsar,18.5089,73.9235,Residential,Pune,923,4157,Active,4
ATM01582,Baner,18.559,73.7862,Residential,Pune,0,2292,Active,48
ATM01583,Baner,18.559,73.7862,Residential,Pune,2380,4013,Active,3
ATM01584,Shivaji Nagar,18.53,73.85,Residential,Pune,0,2640,Active,94
ATM01585,Swargate,18.5018,73.8636,Mixed,Pune,1389,2780,Active,14
ATM01586,Shivaji Nagar,18.53,73.85,IT Hub,Pune,313,5321,Active,21
ATM01587,Aundh,18.5579,73.8077,Mixed,Pune,0,3228,Active,2
ATM01588,Hadapsar,18.5089,73.9235,Residential,Pune,0,3994,Active,31
ATM01589,Camp,18.5167,73.8567,Commercial,Pune,2545,2741,Active,28
ATM01590,Swargate,18.5018,73.8636,Mixed,Pune,0,3317,Active,20
ATM01591,Swargate,18.5018,73.8636,Mixed,Pune,3242,3305,Active,137
ATM01592,Baner,18.559,73.7862,IT Hub,Pune,868,2087,Active,20
ATM01593,Camp,18.5167,73.8567,IT Hub,Pune,567,2445,Active,92
ATM01594,Hinjewadi,18.5911,73.7389,Residential,Pune,644,3634,Active,76
ATM01595,Baner,18.559,73.7862,Commercial,Pune,2868,1741,Active,58
ATM01596,Camp,18.5167,73.8567,Commercial,Pune,1832,2315,Active,38
ATM01597,Shivaji Nagar,18.53,73.85,Mixed,Pune,2071,2274,Active,25
ATM01598,Viman Nagar,18.5679,73.9143,IT Hub,Pune,1806,1719,Active,21
ATM01599,Baner,18.559,73.7862,IT Hub,Pune,0,1784,Active,22
ATM01600,Aundh,18.5579,73.8077,IT Hub,Pune,712,3249,Active,16
ATM01601,Swargate,18.5018,73.8636,Residential,Pune,351,2571,Active,32
ATM01602,Shivaji Nagar,18.53,73.85,IT Hub,Pune,2206,3302,Active,53
ATM01603,Viman Nagar,18.5679,73.9143,Residential,Pune,200,2267,Active,42
ATM01604,Kothrud,18.5074,73.8077,Residential,Pune,0,4000,Active,0
ATM01605,Baner,18.559,73.7862,Commercial,Pune,1331,3687,Active,38
ATM01606,Kothrud,18.5074,73.8077,IT Hub,Pune,795,4263,Active,59
ATM01607,Hinjewadi,18.5911,73.7389,Mixed,Pune,1949,2302,Active,16
ATM01608,Camp,18.5167,73.8567,IT Hub,Pune,3762,2113,Active,11
ATM01609,Hadapsar,18.5089,73.9235,IT Hub,Pune,2421,1881,Active,20
ATM01610,Yerwada,18.5626,73.877,IT Hub,Pune,0,3917,Active,6
ATM01611,Aundh,18.5579,73.8077,Commercial,Pune,654,3063,Active,17
ATM01612,Hinjewadi,18.5911,73.7389,Commercial,Pune,1112,2921,Active,22
ATM01613,Shivaji Nagar,18.53,73.85,Commercial,Pune,2921,2811,Active,26
ATM01614,Hadapsar,18.5089,73.9235,Mixed,Pune,2099,3076,Active,0
ATM01615,Kothrud,18.5074,73.8077,Mixed,Pune,2190,3544,Active,16
ATM01616,Hadapsar,18.5089,73.9235,IT Hub,Pune,0,2553,Active,44
ATM01617,Viman Nagar,18.5679,73.9143,Residential,Pune,3515,2153,Active,0
ATM01618,Yerwada,18.5626,73.877,Mixed,Pune,1297,2621,Active,7
ATM01619,Swargate,18.5018,73.8636,Mixed,Pune,428,2306,Active,79
ATM01620,Yerwada,18.5626,73.877,Residential,Pune,3195,1517,Active,33
ATM01621,Swargate,18.5018,73.8636,Commercial,Pune,3056,3093,Active,56
ATM01622,Shivaji Nagar,18.53,73.85,Commercial,Pune,2977,3505,Active,36
ATM01623,Hadapsar,18.5089,73.9235,IT Hub,Pune,1007,2072,Active,18
ATM01624,Aundh,18.5579,73.8077,Commercial,Pune,877,2313,Active,6
ATM01625,Hinjewadi,18.5911,73.7389,Mixed,Pune,292,3260,Active,19
ATM01626,Kothrud,18.5074,73.8077,Mixed,Pune,0,3257,Active,5
ATM01627,Shivaji Nagar,18.53,73.85,Mixed,Pune,930,1718,Active,9
ATM01628,Hinjewadi,18.5911,73.7389,Commercial,Pune,106,2996,Active,160
ATM01629,Yerwada,18.5626,73.877,Residential,Pune,4074,3067,Active,19
ATM01630,Hinjewadi,18.5911,73.7389,Commercial,Pune,3314,3195,Active,19
ATM01631,Hadapsar,18.5089,73.9235,Residential,Pune,0,2362,Active,7
ATM01632,Shivaji Nagar,18.53,73.85,Commercial,Pune,556,4966,Active,3
ATM01633,Camp,18.5167,73.8567,Commercial,Pune,0,1787,Active,22
ATM01634,Shivaji Nagar,18.53,73.85,IT Hub,Pune,1485,1926,Active,1
ATM01635,Swargate,18.5018,73.8636,Mixed,Pune,635,3869,Active,29
ATM01636,Viman Nagar,18.5679,73.9143,Commercial,Pune,1208,1926,Active,1
ATM01637,Swargate,18.5018,73.8636,Mixed,Pune,0,1753,Active,52
ATM01638,Yerwada,18.5626,73.877,Mixed,Pune,0,952,Active,15
ATM01639,Yerwada,18.5626,73.877,Mixed,Pune,0,2936,Active,23
ATM01640,Hinjewadi,18.5911,73.7389,Mixed,Pune,589,2839,Active,13
ATM01641,Hadapsar,18.5089,73.9235,Residential,Pune,1138,4793,Active,12
ATM01642,Yerwada,18.5626,73.877,IT Hub,Pune,1235,3568,Active,15
ATM01643,Hadapsar,18.5089,73.9235,Mixed,Pune,2056,3301,Active,33
ATM01644,Baner,18.559,73.7862,IT Hub,Pune,3330,3488,Active,6
ATM01645,Kothrud,18.5074,73.8077,Commercial,Pune,2688,2668,Active,6
ATM01646,Aundh,18.5579,73.8077,Residential,Pune,0,2743,Active,11
ATM01647,Hinjewadi,18.5911,73.7389,IT Hub,Pune,645,3984,Active,46
ATM01648,Baner,18.559,73.7862,IT Hub,Pune,1542,5082,Active,11
ATM01649,Camp,18.5167,73.8567,Commercial,Pune,236,2273,Active,28
ATM01650,Kothrud,18.5074,73.8077,IT Hub,Pune,1062,1759,Active,4
ATM01651,Yerwada,18.5626,73.877,IT Hub,Pune,1441,3251,Active,53
ATM01652,Kothrud,18.5074,73.8077,Commercial,Pune,3137,1373,Active,30
ATM01653,Hinjewadi,18.5911,73.7389,Residential,Pune,0,3468,Active,0
ATM01654,Viman Nagar,18.5679,73.9143,Mixed,Pune,2557,3304,Active,16
ATM01655,Camp,18.5167,73.8567,Commercial,Pune,574,4880,Active,54
ATM01656,Aundh,18.5579,73.8077,IT Hub,Pune,0,3045,Active,17
ATM01657,Viman Nagar,18.5679,73.9143,IT Hub,Pune,0,3384,Active,17
ATM01658,Camp,18.5167,73.8567,IT Hub,Pune,1989,4112,Active,8
ATM01659,Hadapsar,18.5089,73.9235,Commercial,Pune,0,4276,Active,47
ATM01660,Camp,18.5167,73.8567,Commercial,Pune,159,2772,Active,12
ATM01661,Camp,18.5167,73.8567,Mixed,Pune,529,3697,Active,84
ATM01662,Aundh,18.5579,73.8077,Commercial,Pune,1129,2727,Active,52
ATM01663,Yerwada,18.5626,73.877,Mixed,Pune,1859,3734,Active,22
ATM01664,Viman Nagar,18.5679,73.9143,Mixed,Pune,0,1586,Active,3
ATM01665,Hadapsar,18.5089,73.9235,IT Hub,Pune,0,2651,Active,1
ATM01666,Hinjewadi,18.5911,73.7389,Residential,Pune,0,4172,Active,112
ATM01667,Hinjewadi,18.5911,73.7389,Mixed,Pune,1444,3450,Active,5
ATM01668,Yerwada,18.5626,73.877,Residential,Pune,1021,4028,Active,0
ATM01669,Hinjewadi,18.5911,73.7389,Commercial,Pune,4790,1874,Active,25
ATM01670,Yerwada,18.5626,73.877,Mixed,Pune,4173,2659,Active,25
ATM01671,Shivaji Nagar,18.53,73.85,IT Hub,Pune,2566,2299,Active,39
ATM01672,Swargate,18.5018,73.8636,Residential,Pune,0,2636,Active,19
ATM01673,Camp,18.5167,73.8567,Commercial,Pune,2785,2545,Active,39
ATM01674,Viman Nagar,18.5679,73.9143,Residential,Pune,0,3553,Active,20
ATM01675,Viman Nagar,18.5679,73.9143,Mixed,Pune,0,2291,Active,11
ATM01676,Camp,18.5167,73.8567,IT Hub,Pune,1708,2336,Active,22
ATM01677,Kothrud,18.5074,73.8077,Mixed,Pune,1192,3500,Active,5
ATM01678,Aundh,18.5579,73.8077,IT Hub,Pune,0,3382,Active,19
ATM01679,Aundh,18.5579,73.8077,IT Hub,Pune,617,2990,Active,81
ATM01680,Viman Nagar,18.5679,73.9143,Commercial,Pune,2375,2977,Active,0
ATM01681,Camp,18.5167,73.8567,IT Hub,Pune,3635,2173,Active,8
ATM01682,Kothrud,18.5074,73.8077,Residential,Pune,0,4431,Active,31
ATM01683,Viman Nagar,18.5679,73.9143,Commercial,Pune,0,2666,Active,22
ATM01684,Hadapsar,18.5089,73.9235,IT Hub,Pune,484,3656,Active,38
ATM01685,Hinjewadi,18.5911,73.7389,Commercial,Pune,777,2142,Active,4
ATM01686,Kothrud,18.5074,73.8077,Residential,Pune,2219,1794,Active,6
ATM01687,Aundh,18.5579,73.8077,Commercial,Pune,3736,2786,Active,3
ATM01688,Hadapsar,18.5089,73.9235,Commercial,Pune,795,2466,Active,11
ATM01689,Baner,18.559,73.7862,Commercial,Pune,807,2796,Active,10
ATM01690,Yerwada,18.5626,73.877,Mixed,Pune,0,3257,Active,25
ATM01691,Hinjewadi,18.5911,73.7389,IT Hub,Pune,0,2315,Active,52
ATM01692,Swargate,18.5018,73.8636,Commercial,Pune,2874,1809,Active,135
ATM01693,Hinjewadi,18.5911,73.7389,Residential,Pune,866,3637,Active,9
ATM01694,Camp,18.5167,73.8567,Mixed,Pune,1950,1998,Active,16
ATM01695,Swargate,18.5018,73.8636,Mixed,Pune,3236,2932,Active,48
ATM01696,Hadapsar,18.5089,73.9235,IT Hub,Pune,0,4506,Active,24
ATM01697,Camp,18.5167,73.8567,Commercial,Pune,3305,3121,Active,4
ATM01698,Kothrud,18.5074,73.8077,Commercial,Pune,2904,2520,Active,24
ATM01699,Swargate,18.5018,73.8636,Residential,Pune,0,3356,Active,44
ATM01700,Viman Nagar,18.5679,73.9143,Mixed,Pune,0,3113,Active,44
ATM01701,Baner,18.559,73.7862,Commercial,Pune,32,2315,Active,82
ATM01702,Camp,18.5167,73.8567,Residential,Pune,700,2196,Active,15
ATM01703,Hinjewadi,18.5911,73.7389,IT Hub,Pune,0,2910,Active,8
ATM01704,Aundh,18.5579,73.8077,Commercial,Pune,634,3559,Active,18
ATM01705,Swargate,18.5018,73.8636,Commercial,Pune,1321,3500,Active,39
ATM01706,Aundh,18.5579,73.8077,IT Hub,Pune,1745,2484,Active,84
ATM01707,Viman Nagar,18.5679,73.9143,Mixed,Pune,190,2519,Active,80
ATM01708,Aundh,18.5579,73.8077,Mixed,Pune,865,2455,Active,18
ATM01709,Shivaji Nagar,18.53,73.85,Commercial,Pune,0,2221,Active,38
ATM01710,Shivaji Nagar,18.53,73.85,Residential,Pune,433,3486,Active,25
ATM01711,Viman Nagar,18.5679,73.9143,Mixed,Pune,1018,2450,Active,12
ATM01712,Yerwada,18.5626,73.877,Residential,Pune,515,3804,Active,27
ATM01713,Camp,18.5167,73.8567,Commercial,Pune,256,2265,Active,15
ATM01714,Kothrud,18.5074,73.8077,Residential,Pune,0,5062,Active,8
ATM01715,Hadapsar,18.5089,73.9235,Commercial,Pune,1369,2419,Active,61
ATM01716,Hadapsar,18.5089,73.9235,Commercial,Pune,0,2891,Active,22
ATM01717,Baner,18.559,73.7862,Residential,Pune,1900,2072,Active,110
ATM01718,Hadapsar,18.5089,73.9235,Residential,Pune,0,3845,Active,63
ATM01719,Aundh,18.5579,73.8077,Residential,Pune,605,3934,Active,57
ATM01720,Camp,18.5167,73.8567,Commercial,Pune,3826,4196,Active,17
ATM01721,Camp,18.5167,73.8567,IT Hub,Pune,1440,3853,Active,2
ATM01722,Hinjewadi,18.5911,73.7389,IT Hub,Pune,0,2759,Active,43
ATM01723,Viman Nagar,18.5679,73.9143,Mixed,Pune,932,3201,Active,27
ATM01724,Baner,18.559,73.7862,Residential,Pune,1892,3425,Active,21
ATM01725,Camp,18.5167,73.8567,Residential,Pune,0,3180,Active,132
ATM01726,Baner,18.559,73.7862,Mixed,Pune,0,2202,Active,15
ATM01727,Hadapsar,18.5089,73.9235,Mixed,Pune,2338,1496,Active,82
ATM01728,Hinjewadi,18.5911,73.7389,IT Hub,Pune,722,2539,Active,18
ATM01729,Kothrud,18.5074,73.8077,Commercial,Pune,0,2736,Active,160
ATM01730,Hadapsar,18.5089,73.9235,Commercial,Pune,2246,2559,Active,11
ATM01731,Baner,18.559,73.7862,IT Hub,Pune,5631,1514,Active,7
ATM01732,Camp,18.5167,73.8567,Commercial,Pune,2220,2360,Active,14
ATM01733,Kothrud,18.5074,73.8077,Mixed,Pune,1002,3525,Active,13
ATM01734,Hadapsar,18.5089,73.9235,Commercial,Pune,2626,2844,Active,3
ATM01735,Camp,18.5167,73.8567,Commercial,Pune,2909,4503,Active,67
ATM01736,Swargate,18.5018,73.8636,Mixed,Pune,3145,2749,Active,39
ATM01737,Yerwada,18.5626,73.877,Residential,Pune,0,4384,Active,105
ATM01738,Shivaji Nagar,18.53,73.85,Commercial,Pune,27,3059,Active,19
ATM01739,Swargate,18.5018,73.8636,IT Hub,Pune,333,5178,Active,50
ATM01740,Viman Nagar,18.5679,73.9143,Mixed,Pune,1640,2487,Active,1
ATM01741,Yerwada,18.5626,73.877,IT Hub,Pune,300,3412,Active,13
ATM01742,Kothrud,18.5074,73.8077,IT Hub,Pune,1185,3513,Active,9
ATM01743,Hinjewadi,18.5911,73.7389,Mixed,Pune,2812,2573,Active,8
ATM01744,Yerwada,18.5626,73.877,Commercial,Pune,0,2744,Active,13
ATM01745,Baner,18.559,73.7862,IT Hub,Pune,680,2893,Active,7
ATM01746,Shivaji Nagar,18.53,73.85,Commercial,Pune,0,2781,Active,270
ATM01747,Viman Nagar,18.5679,73.9143,IT Hub,Pune,0,2026,Active,69
ATM01748,Aundh,18.5579,73.8077,Residential,Pune,2104,2743,Active,15
ATM01749,Viman Nagar,18.5679,73.9143,IT Hub,Pune,1274,3009,Active,14
ATM01750,Swargate,18.5018,73.8636,Residential,Pune,1966,3812,Active,75
ATM01751,Baner,18.559,73.7862,Mixed,Pune,2976,3043,Active,13
ATM01752,Hinjewadi,18.5911,73.7389,Mixed,Pune,204,3085,Active,18
ATM01753,Baner,18.559,73.7862,Commercial,Pune,2597,2906,Active,5
ATM01754,Kothrud,18.5074,73.8077,IT Hub,Pune,896,2336,Active,3
ATM01755,Aundh,18.5579,73.8077,Commercial,Pune,0,2053,Active,49
ATM01756,Shivaji Nagar,18.53,73.85,Mixed,Pune,0,3832,Active,1
ATM01757,Hinjewadi,18.5911,73.7389,Mixed,Pune,1432,3955,Active,7
ATM01758,Viman Nagar,18.5679,73.9143,Mixed,Pune,767,2596,Active,2
ATM01759,Swargate,18.5018,73.8636,Residential,Pune,2145,2364,Active,2
ATM01760,Hinjewadi,18.5911,73.7389,Residential,Pune,1413,2649,Active,77
ATM01761,Viman Nagar,18.5679,73.9143,Mixed,Pune,1480,3091,Active,58
ATM01762,Camp,18.5167,73.8567,Mixed,Pune,2429,2012,Active,7
ATM01763,Hadapsar,18.5089,73.9235,Mixed,Pune,0,2857,Active,32
ATM01764,Camp,18.5167,73.8567,IT Hub,Pune,3080,3872,Active,51
ATM01765,Shivaji Nagar,18.53,73.85,Mixed,Pune,1214,2327,Active,26
ATM01766,Kothrud,18.5074,73.8077,Mixed,Pune,1025,4075,Active,22
ATM01767,Baner,18.559,73.7862,Residential,Pune,3433,3767,Active,66
ATM01768,Shivaji Nagar,18.53,73.85,Mixed,Pune,941,3003,Active,18
ATM01769,Shivaji Nagar,18.53,73.85,Commercial,Pune,1818,3722,Active,30
ATM01770,Aundh,18.5579,73.8077,IT Hub,Pune,971,2371,Active,4
ATM01771,Camp,18.5167,73.8567,Mixed,Pune,345,2918,Active,9
ATM01772,Hinjewadi,18.5911,73.7389,Residential,Pune,2858,2074,Active,32
ATM01773,Yerwada,18.5626,73.877,Commercial,Pune,585,1528,Active,31
ATM01774,Aundh,18.5579,73.8077,Commercial,Pune,717,2449,Active,32
ATM01775,Aundh,18.5579,73.8077,Residential,Pune,0,2129,Active,7
ATM01776,Baner,18.559,73.7862,IT Hub,Pune,815,3867,Active,7
ATM01777,Yerwada,18.5626,73.877,Residential,Pune,650,3263,Active,3
ATM01778,Camp,18.5167,73.8567,Commercial,Pune,0,2824,Active,6
ATM01779,Viman Nagar,18.5679,73.9143,Residential,Pune,1395,1926,Active,25
ATM01780,Hadapsar,18.5089,73.9235,Residential,Pune,0,2928,Active,8
ATM01781,Camp,18.5167,73.8567,Residential,Pune,1400,3083,Active,21
ATM01782,Kothrud,18.5074,73.8077,Commercial,Pune,2214,2767,Active,25
ATM01783,Aundh,18.5579,73.8077,IT Hub,Pune,1780,3803,Active,5
ATM01784,Camp,18.5167,73.8567,Commercial,Pune,3714,2593,Active,44
ATM01785,Hadapsar,18.5089,73.9235,Mixed,Pune,1874,3647,Active,71
ATM01786,Aundh,18.5579,73.8077,Mixed,Pune,0,2359,Active,90
ATM01787,Swargate,18.5018,73.8636,IT Hub,Pune,0,2690,Active,6
ATM01788,Camp,18.5167,73.8567,Mixed,Pune,1156,3034,Active,1
ATM01789,Camp,18.5167,73.8567,IT Hub,Pune,3748,2536,Active,12
ATM01790,Hinjewadi,18.5911,73.7389,Mixed,Pune,468,2415,Active,32
ATM01791,Kothrud,18.5074,73.8077,Mixed,Pune,3193,3835,Active,24
ATM01792,Yerwada,18.5626,73.877,IT Hub,Pune,0,3721,Active,23
ATM01793,Camp,18.5167,73.8567,Residential,Pune,1218,1979,Active,17
ATM01794,Yerwada,18.5626,73.877,Residential,Pune,1308,3717,Active,6
ATM01795,Shivaji Nagar,18.53,73.85,Commercial,Pune,405,3869,Active,128
ATM01796,Hadapsar,18.5089,73.9235,IT Hub,Pune,760,3211,Active,17
ATM01797,Camp,18.5167,73.8567,Mixed,Pune,124,2926,Active,38
ATM01798,Hinjewadi,18.5911,73.7389,Commercial,Pune,1051,2600,Active,54
ATM01799,Viman Nagar,18.5679,73.9143,Mixed,Pune,709,3006,Active,29
ATM01800,Aundh,18.5579,73.8077,Mixed,Pune,2251,3858,Active,49
ATM01801,Kothrud,18.5074,73.8077,IT Hub,Pune,940,3240,Active,9
ATM01802,Viman Nagar,18.5679,73.9143,Mixed,Pune,800,2468,Active,18
ATM01803,Hinjewadi,18.5911,73.7389,Commercial,Pune,0,2737,Active,2
ATM01804,Shivaji Nagar,18.53,73.85,Mixed,Pune,919,4380,Active,41
ATM01805,Viman Nagar,18.5679,73.9143,Residential,Pune,0,2567,Active,132
ATM01806,Viman Nagar,18.5679,73.9143,Mixed,Pune,2527,2170,Active,42
ATM01807,Viman Nagar,18.5679,73.9143,IT Hub,Pune,151,5092,Active,74
ATM01808,Shivaji Nagar,18.53,73.85,Commercial,Pune,988,1407,Active,45
ATM01809,Swargate,18.5018,73.8636,Commercial,Pune,838,2849,Active,22
ATM01810,Hinjewadi,18.5911,73.7389,Commercial,Pune,1308,3506,Active,5
ATM01811,Kothrud,18.5074,73.8077,Commercial,Pune,57,3040,Active,57
ATM01812,Yerwada,18.5626,73.877,Mixed,Pune,829,2246,Active,74
ATM01813,Baner,18.559,73.7862,Commercial,Pune,494,4075,Active,3
ATM01814,Aundh,18.5579,73.8077,Residential,Pune,1134,2895,Active,10
ATM01815,Camp,18.5167,73.8567,Residential,Pune,1432,2640,Active,59
ATM01816,Aundh,18.5579,73.8077,Mixed,Pune,1990,1977,Active,23
ATM01817,Shivaji Nagar,18.53,73.85,IT Hub,Pune,1912,2470,Active,43
ATM01818,Aundh,18.5579,73.8077,Commercial,Pune,1262,802,Active,18
ATM01819,Kothrud,18.5074,73.8077,Mixed,Pune,1245,1757,Active,1
ATM01820,Viman Nagar,18.5679,73.9143,Residential,Pune,2424,3230,Active,25
ATM01821,Kothrud,18.5074,73.8077,Commercial,Pune,0,3159,Active,54
ATM01822,Swargate,18.5018,73.8636,Mixed,Pune,203,2629,Active,7
ATM01823,Hadapsar,18.5089,73.9235,Commercial,Pune,513,3537,Active,41
ATM01824,Camp,18.5167,73.8567,Residential,Pune,1488,3042,Active,25
ATM01825,Viman Nagar,18.5679,73.9143,IT Hub,Pune,1299,2027,Active,44
ATM01826,Yerwada,18.5626,73.877,IT Hub,Pune,0,4361,Active,95
ATM01827,Shivaji Nagar,18.53,73.85,IT Hub,Pune,2810,3400,Active,23
ATM01828,Yerwada,18.5626,73.877,Mixed,Pune,2396,3464,Active,1
ATM01829,Aundh,18.5579,73.8077,Residential,Pune,1382,3726,Active,21
ATM01830,Camp,18.5167,73.8567,Residential,Pune,2207,2751,Active,37
ATM01831,Kothrud,18.5074,73.8077,Commercial,Pune,0,2052,Active,13
ATM01832,Baner,18.559,73.7862,Mixed,Pune,3034,1806,Active,23
ATM01833,Yerwada,18.5626,73.877,IT Hub,Pune,0,2300,Active,56
ATM01834,Hinjewadi,18.5911,73.7389,Mixed,Pune,1444,2243,Active,38
ATM01835,Kothrud,18.5074,73.8077,IT Hub,Pune,118,2320,Active,12
ATM01836,Hinjewadi,18.5911,73.7389,Residential,Pune,1748,3123,Active,24
